year,noted_date,avg_temp,min_temp,max_temp,measurements
2018,2018-09-06,27.41,27,29,591
2018,2018-09-05,27.89,27,28,9
2018,2018-12-04,28.12,27,31,260
2018,2018-12-06,28.27,27,31,292
2018,2018-11-27,28.45,27,30,87
